海南大宗商品交易																										
分类	标题	关键字	应答内容																							
交易细则	交易品种有哪些？	交易品种	目前有白银、铂金、钯金三个品种，未来会增加新品种。																							
	交易品种的品质如何？	品质 纯度	白银：AG9999；铂金：PT9995；钯金：Pd9995																							
	你们公司如何保证我投资的资金是安全的？	安全	"我公司采用银期通模式，能够确保您的资金安全。合作银行对该账户实行实时监督，资金转出必须经过其审批。
我司与银行合作,您登陆您的网银,输入一个我司与银行签订的协议号,协议号为:4600000096 (海南大宗商品交易中心有限责任公司) ,这样显示的就是我们公司全称,您想建设银行这么大的国有银行,银行的系统不是随意可以入侵更改的,所以请您放心,我们是正规的、安全的交易平台."																							
	合作银行有哪些？	合作银行	目前为建设银行，后期我们还会有更多的合作银行。																							
	模拟交易账户是否是免费？	模拟	是的。可以在交易软件上自行申请																							
	模拟交易账户使用时间是多久?	模拟 使用时间	15天																							
	哪些单位及个人不得在交易中心下属的任何会员单位开户、交易？	不得开户的单位和个人	（1）、国家机关和事业单位；（2）、交易中心股东；（3）、交易中心、交易中心所有在职员工及其直系亲属；（4）、未能提供开户证明材料的单位和个人；（5）、交易所及政府有关监管部门明令禁止入市的单位和个人。																							
	《客户协议书》中个人资料变更如何办理？	资料变更	须携带您的本人身份证原件至办理开户的会员单位申请变更，填写《客户资料变更申请表》并签字确认（客户协议书中涉及到的变更项目包括：姓名、身份证号码、联系电话、地址、银行卡号等）。如果是变更姓名、身份证号码时须携带公安机关出具的相关证明材料。																							
	我忘记了我的密码怎么办？	重置密码	须持有效证件到您开户的会员单位办理。																							
	客户持自己的亲属（伴侣或者父母等）的身份证，能替他们填写开户合同吗？	代理开户	按交易所开户实名制要求开户必须客户本人携带相关证件至会员单位办理开户手续。																							
	同一客户可以在交易中心开立几个账户？	开立账户	同一客户在交易中心只可开立一个交易账户。																							
	在一家会员单位开户后，能否再在其他会员单位开户？	开立多个账户	交易中心严格规定，每个身份证只能开一个有效的交易账户，如客户需从一个会员转移到另一个会员，则需要在原有会员单位办理销户业务。所有交易账号不得复用，即注销后的账号也不得再参与到新的账号编制中。																							
	如何办理销户手续？	销户	客户在本公司无资金、无持仓、无交割遗留问题，携带身份证件向会员单位申请销户，填写《个人/机构客户销户调查问卷》、《销户协议》并签字确认。会员单位在审查客户符合销户条件的情况下，方可为客户办理销户手续。客户自销户之日起，与会员单位及交易中心的一切债权债务关系以及法律关系将全部了结。																							
	贵金属买卖业务有风险吗？如何控制？	风险控制	投资都有风险的，但是可以通过基本面和技术面分析、控制买卖数量及设立止盈止损等方式来规避一定的风险。																							
	开户的最小金额是多少？	最小金额	没有资金限制，但是资金过少，交易品种可能会受限制。																							
	交易软件与行情分析软件是否分开？	交易软件 行情分析	交易软件与行情分析软件结合在一起，方便客户交易！（天通金与海西商品交易所都是两个分开）																							
	交易软件与行情分析软件是否能够装在iPad，或者是苹果的笔记本电脑上?	"交易软件 行情分析
iPad  MAC 苹果"	"1.抱歉，交易软件暂时只在装在Windows的电脑上，iPad及苹果电脑是苹果公司自行开发的系统，暂时无法安装。
2.您的建议我也将反馈给交易中心，后续如果有iPad及苹果的电脑能够使用的交易软件，交易中心也会在其网站上公布，您也可能关注交易中心网站公告。"																							
	交易软件与行情分析软件是否能够装在安卓的手机或iPhone手机（苹果手机）上？	"交易软件 行情分析
安卓 iPhone"	"1.抱歉，交易软件暂时只在装在Windows的电脑上，暂时未有手机版本软件。
2.您的建议我也将反馈给交易中心，后续如果有iPad及苹果的电脑能够使用的交易软件，交易中心也会在其网站上公布，您也可能关注交易中心网站公告。"																							
	有没有其他的看盘软件，比如MT4等?	看盘软件 MT4	"您有用过之类的软件吗？(听客户回答有或没有)
个人了解MT4最早是由俄罗斯人开发，但是使用MT4的绝大多数为国外的平台，而且也有很多非正规平台，那么报价可能会有出入，如果您之前有用过，可以自行选择，但也请注意风险."																							
	贵金属投资需要有相关投资经验吗？	投资经验	投资是有相应风险的。建议您先进行模拟交易，了解交易风险，熟悉操作系统，能更好的帮助您进行投资交易。																							
	怎样把钱存到账户？怎样取？	"存钱 取钱 入金 出金
存款 取款"	"入金：登录交易软件，转账申请——存款——金额——提交
出金：登录交易软件，转账申请——取款——金额——提交
"																							
	出入金时间是什么时间？	"存钱 取钱 入金 出金
存款 取款"	出入金时间是银行工作日的9：00－15：30.（如国内假期，银行同时也放假，请以交易所的公告通知为准）																							
	入金后多长时间可以到达交易帐户	"存钱 取钱 入金 出金
存款 取款"	"1.正常情况下在出入金时间内（9：00－15：30）15分钟左右可以到达交易帐户
2.如果客户有选择配资（5倍或9倍），那么配资也需要一定的时间，在5－15分钟配资完成后即可正常交易，当然能否正常交易以具体的实际到帐时间为准。"																							
	出金后多长时间可以到达交易帐户	"存钱 取钱 入金 出金
存款 取款"	"1.正常情况下在出金时间内（9：00－15：30）出金当天即可到达银行卡
2.如果客户在15：30后出金，已过了出金时间，需要在第二天出入金时间（9：00后）再次提交申请"																							
	账户可以代理给别人做吗？	账户、代理	不可以。如果您委托他人代理操作您的账户，由此产生的任何后果都由用户自行承担，请您慎重考虑.																							
	系统稳定吗？账户安全吗？会暂时停顿吗？	安全、稳定	在确保您的电脑系统满足上网的合理配置内，系统稳定，账户安全，除非不可抗力或人力不可控制原因，否则系统都不会停顿。同时也希望您能时常查杀病毒，保证您的账号安全。																							
	交易时有没有重新报价，为什么？	重新报价 价格变动	交易总是按照最新的报价进行的，因为报价时时在变动，所以当交易商交易时，价格如果变动剧烈，将会重新报价。（如美国非农业就业数据公布时，行情波动就较剧烈）																							
	“非农”是什么意思？	非农	是指美国的非农业就业数据，同时公布的还有美国的就业率等数据，一般来说是在每个月第1周的星期五，“非农”数据对全球的金球的金融市场影响较大，这个时候行情可能会剧烈波动，请注意帐户情况，严格设置止损。																							
	贵金属进行买卖时，有没有价格上的限制？例如贵金属很高或者很低时不能买卖？	价格限制、数量限制	没有。																							
	有没有最低买贵金属的数量限制？	数量限制	有，因为我们公司产品都是按标准生产的。白银最低标准重量是5千克，所以白银的最低买卖数量为5千克；铂金和钯金的标准重量是1000克，所以铂金和钯金的最低买卖数量为1000克。																							
	买卖贵金属有没有最大数量限制？	数量限制	有。对于白银，单笔下单最大20手，最大持仓总量为6000千克（持仓总量为5千克、15千克、30千克、150千克四个种类的总和）；对于铂金和钯金，最大买卖量为5000克，单一账号最大订单持有量为20000克（包括买/卖的总持有量）。																							
	开户后没有任何交易是否收取不活跃账户费用？	活跃、费用	不收取。																							
	对大交易商有没有优惠？	优惠	没有，我们对所有交易商都是统一标准。																							
	T+D、T+0、T+1分别代表什么？	T+D T+0 T+1	T+D是上海黄金交易所的延期交收业务品种；T+0指可以在当天进行往返交易的交易机制，即当天可以买入也可以卖出；T+1指在当天买入后要到第二个交易日才能卖出的交易机制。																							
	在哪里可以看见最新行情？	行情	登陆会员单位的网站下载行情交易软件，获得模拟账户即可查看（模拟帐号使用期为15天）																							
	是否可以申请长期使用的模似帐号？	模似帐号 长期	所有模拟帐号的使用时间都是统一的为15天																							
	大宗商品交易所否通过控制贵金属走势或者人为更改贵金属价格使交易商利益受损？	控制价格	全球贵金属市场每天的交易额很高（大约几万亿美金），就长期趋势而言，没有哪一个机构甚至是国家能够控制贵金属价格；从短期走势来说，影响贵金属价格的涨跌也需要巨额资金，交易中心不可能去试图左右贵金属价格。同时，没有人能够有绝对把握预测未来市场走势，而且也不可能人为更改贵金属报价，因为随意更改贵金属报价并没有实际的意义。																							
	你们的贵金属有什么证书吗？能挑号吗？每根都有包装盒吗？有没有木头的或者比较好的盒子？	证书、包装	我们的贵金属产品都是印有我们交易中心的LOGO和特别标识的。按照设计品种不同有不同的包装盒。																							
	你们公司合法吗？倒闭了怎么办？	合法 安全 倒闭	我们是经过海南省政府同意依法注册合法经营的正规企业。海南大宗商品交易中心有限责任公司，其中海南农垦集团持股51%，是海南省政府直属机构，公司股票代码：601118，旗下中橡集团运营交易所的橡胶与槟榔。第二家新湖集团总资产450亿元，净资产100多亿元，旗下控股新湖中宝股份有限公司（600208）、哈尔滨高科技（集团）股份有限公司(600095)两家上市公司。第三家神农大丰是海南省农业龙头企业，国内著名的农业专家袁隆平、黄培劲都先后服务于该公司。第四家海航集团旗下大新华易物流手持订单量位列世界船企第11位、																							
	存入银行账户的钱有没有利息？	利息	存入银行账户的钱有利息(具体存在银行帐户的利自息,请咨询相关银行)。而转入交易账户后是没有利息的。																							
	挂单成交价与挂单价为什么会有相差？	挂单价、成交价	"1.挂单价与成交价应该与成交价一致
2.行情波动剧烈，成交价会与挂单价会有一定的时间误差，成交价按市价成交的，因此两者可能存在差别。"																							
	什么是每日无负债结算制度？	每日无负债	每日无负债制度是指在每个交易日结束后，由海南大宗商品交易中心对保证金交易账户当天的盈亏状况进行结算。当交易发生盈利时，就会将盈利转入到该保证金交易账户；当交易发生亏损时候，则会从该保证金账户进行扣除，若因此导致保证金账户资金不足时，则要求必须在规定时间内向账户中追加保证金，以做到“每日无负债”。																							
	公司在什么情况下实行约定平仓制度？	约定平仓 强制平仓 风险率	当交易商出现下列情况之一时，海南大宗商品交易中心对其买入或卖出的交易账户实行约定平仓：（1）交易系统以交易商账户买入和卖出贵金属的风险率来衡量交易商风险情况, 风险率＝交易商账户净值÷持仓占用交易保证金。当风险率小于125%时，交易商保证金不足，海南大宗商品交易中心进行警示，要求交易商追加保证金或者进行部分平仓；当交易商的持仓风险率小于100%时，海南大宗商品交易中心将依约平掉交易商全部头寸；（2）因违规受到海南大宗商品交易中心依约平仓处罚的；（3）根据海南大宗商品交易中心紧急措施应进行依约平仓的；（4）																							
	进行贵金属交易需要支付哪些费用？	费用	手续费、延期费、提货费、交货费等相关费用。（提货费包括加工费、运输费等，交货费包括检验费、重铸费等）																							
	为什么投资者开户时应该仔细阅读相关文件？	开户、文件	投资者在海南大宗商品交易中心会员单位开户时，要签署《客户协议书》，该文件对于保护投资者合法权益非常重要。因为这个文件规定了投资者与会员单位的各自权利和义务，发生各种纠纷时起到了法律依据的作用。因此一定要充分理解其中的含义，不清楚地可以要求会员单位的开户人员详细解释。																							
	你们的报价原则是什么？	报价原则	海南大宗商品交易中心以伦敦现货贵金属市场价格为基础，综合国内贵金属市场价格及中国人民银行人民币兑美元基准汇率，连续报出现货贵金属的人民币中间指导价。会员根据海南大宗商品交易中心点差管理办法，在海南大宗商品交易中心中间指导价的基础上，报出买入价及卖出价。																							
	交易方式？	交易方式	交易商可自行选择通过电话或网络系统与综合类会员进行现货全额和保证金交易。现货全额交易前，交易商必须在海南大宗商品交易中心指定账户存入欲购买贵金属等值的人民币资金，买入的贵金属可选择提取或再次卖出；交易商如需卖出已提取的贵金属，可直接通过综合类会员柜台卖出。保证金交易是指按即时价格买卖贵金属，延迟至第二个工作日后任何工作日进行实物交割的交易行为，交易时支付一定比例的交易保证金，实物交割时结清剩余货款。现货全额交易及保证金交易均可向综合类会员进行交割申报，提取或交收实物贵金属，需支付提（交）货费。																							
	保证金交收交易的清算制度？	清算制度	保证金交收交易实行集中、T+1的资金清算原则。“集中”是指由海南大宗商品交易中心和存管银行对会员及交易商资金统一进行清算。“T+1”是指海南大宗商品交易中心对交易商和会员每笔海南大宗商品交易中心产生的盈亏及费用在第二个工作日内进行资金清算。																							
	公司如何实行大户开户报告制度？	大户报告	对于开户金额达到300万或以上的交易商，交易部应当对其所提供的有关资料进行审核并提交董事会复审。																							
	什么是风险警示制度？	风险警示	当海南大宗商品交易中心认为必要时，可以分别采取或同时采取要求报告情况、发布风险警示公告等措施，以警示和化解风险。																							
	会员单位、居间商、客户之间因交易而发生纠纷时应该怎么办？	纠纷	会员、居间商、客户之间因交易而发生纠纷时，可以自行协商解决，也可向海南大宗商品交易中心申请调解。海南大宗商品交易中心根据一方当事人的书面申请调解纠纷。双方达成调解协议的，可由海南大宗商品交易中心见证实施。对会员、居间商、客户的违规、违约行为，海南大宗商品交易中心有权依据国家法律、法规、政策及交易规则并结合交易中心《会员合规管理办法》采取相应的处罚措施。																							
	何为异常情况？当异常情况发生时该怎么办？	异常情况	在报价及交易过程中，如果出现以下情形，海南大宗商品交易中心可以宣布进入异常情况，采取紧急措施化解风险：a、地震、水灾、火灾、战争、罢工等不可抗力或计算机系统故障等不可归责于海南大宗商品交易中心的原因导致报价无法正常进行；b、海南大宗商品交易中心业务规则中规定的其他情况。出现以上所述异常情况时，海南大宗商品交易中心可以采取调整开市收市时间、暂停报价、限期平仓、依约平仓、限制取款等紧急措施。海南大宗商品交易中心宣布进入异常情况并决定采取紧急措施前须予以公告。因异常情况海南大宗商品交易中心采取的相应措施造成的损																							
	公司简介？	公司简介	海南大宗商品交易中心有限责任公司（简称“海南大宗商品交易中心”）推出白银、铂金、钯金等产品的现货交易及其延期交易，专业从事该类产品的投资平台开发服务，以及该类产品的实物冶炼、加工和销售服务。海南大宗商品交易中心地处海南省海口市，目前已在全国发展多家综合类及企业类会员单位。该中心汇聚了国内白银、铂金、钯金等投资行业中经验丰富的管理团队，致力打造出集投资、冶炼、加工、研发、培训、教育于一体的综合性投资服务平台！																							
	你们的比较优势在哪？	优势	1、政策优势：经海南省人民政府同意和省金融办批准成立的国有控股合法的白银交易专业机构。                                                                      2、资金安全：唯一一家采用银期通的白银交易平台，资金由建设银行存管，安全可靠。   3、运营优势：                                                          （1）、股东支持：股东实力雄厚，由一家大型国有企业、三大上市公司和一家																							
	公司的地址和联系方式？	地址、联系方式	地址：海南省海口市滨海大道115号证大国际金融中心27楼  570105                   邮箱：hkpme@hkpme.cn																							
	公司的网址？	网址	www.hkpme.cn																							
	海南大宗商品交易中心有限责任公司的会员单位在市场中扮演什么角色？	会员单位	进行贵金属交易的投资者会有很多，自然不可能直接进入海南大宗商品交易中心进行交易。绝大多数投资者都是通过海南大宗商品交易中心的会员单位进行交易的。因此，海南大宗商品交易中心会员单位实际上就是贵金属交易的中介机构。当然，会员单位在为交易商提供这个交易平台中介服务时会向交易者收取一定的交易手续费。																							
	LLS LLG XAU XAG 各是什么意思？？	LLS LLG XAU XAG	"LLG  伦敦金报价简称
LLS  伦敦银报价简称
XAU  现货黄金报价简称
XAG  现货白银报价简称"																							
	模拟交易账户用户名、密码正确为什么无法登陆	模似 无法登陆	模似帐号登陆时需增加一个"D-",这样才能登陆。正常交易帐号则没有“D-”																							
	一台电脑可以开多少个模似帐号？	模似 一台电脑	一台电脑可以开启多个模似帐号，当然具体数目以电脑的具体配置为基础，视情况而定																							
	一台电脑可以开多少个实盘交易帐号？	实盘 一台电脑	一台电脑可以开启多个实盘帐号，当然具体数目以电脑的具体配置为基础，视情况而定																							
	首次登陆模似或实盘帐号，行情窗口上方的时间进度条(M1 M5 M15 M30等)为什么都是灰色的	灰色	需要点击任意一个商品的价格，这样的行情窗口中就会有相对应商品的K线图																							
	"为什么昨天晚上出现这样的暴涨，又再次暴跌的行情，是不是你们交易所在控制行情啊，我打了好几次止损，损失好几千啊？
"	暴涨 暴跌 控制	"1.全球贵金属市场每天的交易额很高（大约几万亿美金），就长期趋势而言，没有哪一个机构甚至是国家能够控制贵金属价格；从短期走势来说，影响贵金属价格的涨跌也需要巨额资金，交易中心不可能去试图左右贵金属价格。同时，没有人能够有绝对把握预测未来市场走势，而且也不可能人为更改贵金属报价，因为随意更改贵金属报价并没有实际的意义
2.根据昨天与当天的是否有重大消息面来回复（参考财经日历等网站）
3.请用户注意严格设置止损，有止损这样的损失会比较少"																							
	为什么有时候订货价和结算价一样，有时候又不一样	结算价	"1.当天的订单 订货价与结算价是相同的。
2.如果是隔天的订单，结算价是指当天结算时间后的价格（夏令时4：00－6：00 冬令时5：00－7：00）所以订货价有时会与结算价不同"																							
	为什么我的1手15千克的单子，订货价是6650，现在的价格是6680，我的浮动盈亏怎么还是负数，还是亏钱？什么原因？	浮动盈亏 亏钱	"1.您这个是隔天的订单吗？
2.如果是隔天的订单，浮动盈亏是指当天的结算价减去现在的价格，得出的数值，是指当天的数据，这个做为一个参考.
3.实际盈利为：（平仓价－订货价）×持仓数量×合约单位
4.实际盈利为：（6680－6650）*1*15＝450元"																							
	"外盘跳1个点，海南交易所的跳多少钱？
白银美元报价白银跳1个点，海南交易所的跳多少钱？"	"外盘 1个点
美元报价"	"外盘指的是美元/盎司的报价，跳1个点，指跳动0.01美元，大约的换算过后是大约2元钱，当然这个还与当天的汇率有很大关系，每天的美元对人民币的汇率不同。
汇率参考中国人民银行网站: http://www.pbc.gov.cn/ 人民币汇率
     http://www.pbc.gov.cn/publish/zhengcehuobisi/637/index.html
每千克白银报价公式：0.01美元/盎司=0.01*当天汇率/31.1035*1000=大约2.00元/千克"																							
	在交易软件中，如何把不需要的交易品种去掉?	交易品种	右键点击一个交易品种，“商品选择”，打勾就可以选择，这样可以把不习惯交易的商品去掉，只交易自己习惯交易的品种。																							
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
